filename,method,nr_fuzzy_free,nr_fuzzy_mono
230.png,hist_eq,56.21182149681112,50.9578648557804
231.png,clahe,39.199849436051004,34.12582509008317
231.png,gamma,39.199849436051004,34.12582509008317
231.png,log,75.23862562650532,57.398578594280075
231.png,retinex,8.291959565112778,18.338920835687105
231.png,hist_eq,55.003269422284575,42.54468826363779
232.png,clahe,42.76880737173543,37.427479336375974
232.png,gamma,45.23974464993798,42.39662446015344
232.png,log,77.63587495100431,64.49482603486088
232.png,retinex,19.8413031502941,15.121688869243068
232.png,hist_eq,54.22030024455378,42.95605574860609
233.png,clahe,65.95138345642842,61.246297448362135
233.png,gamma,75.61881806339737,60.22283152662421
233.png,log,71.12020851955933,62.980688486834794
233.png,retinex,35.18824832365047,39.988761622924685
233.png,hist_eq,54.22030024455378,42.95605574860609
235.png,clahe,72.56487184336854,53.2544749498247
235.png,gamma,69.12954462553435,60.909833869076486
235.png,log,74.30088229815654,63.71982663131589
235.png,retinex,19.8413031502941,15.121688869243068
235.png,hist_eq,54.22030024455378,42.95605574860609
236.png,clahe,62.73880085522061,60.88818232089699
236.png,gamma,58.45030669650544,59.37257727274267
236.png,log,49.34308524566762,49.64538715387611
236.png,retinex,19.8413031502941,15.121688869243068
236.png,hist_eq,61.1513317902382,70.80451143619008
237.png,clahe,39.199849436051004,34.12582509008317
237.png,gamma,39.199849436051004,34.12582509008317
237.png,log,39.199849436051004,34.12582509008317
237.png,retinex,3.517727195720224,26.51364102054777
237.png,hist_eq,32.78747222692746,38.46234244301329
238.png,clahe,39.199849436051004,34.12582509008317
238.png,gamma,41.71461876831902,37.56945314531377
238.png,log,39.199849436051004,34.12582509008317
238.png,retinex,14.549714084280582,21.05565944798981
238.png,hist_eq,54.22030024455378,42.95605574860609
239.png,clahe,63.260674549997546,61.38338757844773
239.png,gamma,59.50161144641505,60.61488766057225
