frame,t_s,cap_ms,enh_ms,assess_ms,total_ms,score
870,9.0866,2.9688,6.4404,1.1235,10.5327,54.2203
871,9.0971,2.8804,6.4733,1.1308,10.4845,54.2203
872,9.1074,2.7614,6.4440,1.1260,10.3314,54.2203
873,9.1178,2.7924,6.4572,1.1271,10.3767,54.2203
874,9.1283,2.8835,6.4294,1.1412,10.4541,54.2203
875,9.1387,2.8379,6.4364,1.1222,10.3965,54.2203
876,9.1491,2.8315,6.4443,1.1194,10.3952,54.2203
877,9.1595,2.8217,6.4190,1.1864,10.4271,54.2203
878,9.1698,2.7747,6.4381,1.1198,10.3326,54.2203
879,9.1802,2.7966,6.4146,1.1142,10.3254,54.2203
880,9.1906,2.7661,6.4487,1.1913,10.4061,54.2203
881,9.2009,2.8140,6.4136,1.1300,10.3576,54.2203
882,9.2114,2.8184,6.4958,1.1204,10.4346,54.2203
883,9.2218,2.7905,6.4059,1.1921,10.3885,54.2203
884,9.2322,2.7886,6.4904,1.1292,10.4082,54.2203
885,9.2426,2.8302,6.4199,1.1214,10.3715,54.2203
886,9.2529,2.7752,6.4352,1.1587,10.3691,54.2203
887,9.2632,2.7588,6.4024,1.1247,10.2859,54.2203
888,9.2737,2.9032,6.4504,1.1316,10.4852,54.2203
889,9.2841,2.8416,6.4186,1.1397,10.3999,54.2203
890,9.2945,2.7908,6.4538,1.1340,10.3786,54.2203
891,9.3049,2.8147,6.4093,1.1486,10.3726,54.2203
892,9.3153,2.8744,6.4543,1.1317,10.4604,54.2203
893,9.3257,2.8199,6.4361,1.1294,10.3854,54.2203
894,9.3361,2.8522,6.4432,1.1237,10.4191,54.2203
895,9.3465,2.7829,6.4163,1.1318,10.3310,54.2203
896,9.3569,2.7965,6.4543,1.1253,10.3761,54.2203
897,9.3672,2.8213,6.4296,1.1227,10.3736,54.2203
898,9.3776,2.7825,6.4291,1.1625,10.3741,54.2203
899,9.3880,2.8010,6.4225,1.1286,10.3521,54.2203
900,9.3985,2.8876,6.5396,1.1216,10.5488,54.2203
901,9.4089,2.7846,6.4701,1.1332,10.3879,54.2203
902,9.4193,2.8155,6.4386,1.1207,10.3748,54.2203
903,9.4296,2.7695,6.4182,1.1089,10.2966,54.2203
904,9.4401,2.8233,6.5499,1.1236,10.4968,54.2203
905,9.4505,2.8790,6.4315,1.1340,10.4445,54.2203
906,9.4609,2.8119,6.4500,1.1071,10.3690,54.2203
907,9.4713,2.8003,6.4170,1.2016,10.4189,54.2203
908,9.4817,2.7652,6.4545,1.1218,10.3415,54.2203
909,9.4920,2.7819,6.4451,1.1243,10.3513,54.2203
910,9.5024,2.8114,6.4442,1.1163,10.3719,54.2203
911,9.5128,2.7817,6.4105,1.1814,10.3736,54.2203
912,9.5231,2.8170,6.4281,1.1135,10.3586,54.2203
913,9.5335,2.8310,6.4274,1.1295,10.3879,54.2203
914,9.5439,2.8660,6.4300,1.1208,10.4168,54.2203
915,9.5543,2.7917,6.4450,1.1211,10.3578,54.2203
916,9.5647,2.8363,6.4357,1.1294,10.4014,54.2203
917,9.5751,2.8414,6.3971,1.1237,10.3622,54.2203
918,9.5855,2.8426,6.4596,1.1111,10.4133,54.2203
919,9.5958,2.8130,6.4147,1.1180,10.3457,54.2203
920,9.6063,2.8280,6.4642,1.1248,10.4170,54.2203
921,9.6166,2.8050,6.4233,1.1180,10.3463,54.2203
922,9.6270,2.8407,6.4360,1.1010,10.3777,54.2203
923,9.6374,2.8612,6.3859,1.1254,10.3725,54.2203
924,9.6478,2.8435,6.4697,1.1077,10.4209,54.2203
925,9.6581,2.8488,6.3917,1.1175,10.3580,54.2203
926,9.6686,2.8627,6.4624,1.1290,10.4541,54.2203
927,9.6790,2.8210,6.4378,1.1295,10.3883,54.2203
928,9.6893,2.7986,6.4361,1.1131,10.3478,54.2203
929,9.6998,2.9137,6.3850,1.1224,10.4211,54.2203
930,9.7101,2.7896,6.4405,1.1194,10.3495,54.2203
931,9.7204,2.7883,6.3848,1.1119,10.2850,54.2203
932,9.7309,2.9486,6.4591,1.1221,10.5298,54.2203
933,9.7413,2.7984,6.4095,1.1280,10.3359,54.2203
934,9.7517,2.8570,6.4323,1.1514,10.4407,54.2203
935,9.7621,2.8315,6.4009,1.1360,10.3684,53.2898
936,9.7726,2.8616,6.4986,1.1267,10.4869,51.8935
937,9.7828,2.7625,6.3742,1.1122,10.2489,52.4244
938,9.7933,2.8915,6.4472,1.1206,10.4593,53.4510
939,9.8036,2.7899,6.4121,1.1175,10.3195,53.6379
940,9.8140,2.8190,6.4442,1.1112,10.3744,52.4576
941,9.8244,2.8576,6.3977,1.1188,10.3741,49.5373
942,9.8348,2.8272,6.4536,1.1149,10.3957,53.1188
943,9.8451,2.7848,6.3849,1.1117,10.2814,54.2203
944,9.8556,2.8725,6.4920,1.1321,10.4966,54.2203
945,9.8659,2.8279,6.4200,1.1209,10.3688,54.2203
946,9.8763,2.8111,6.4429,1.1166,10.3706,54.2203
947,9.8867,2.8725,6.3778,1.1284,10.3787,54.2203
948,9.8971,2.8648,6.4614,1.1280,10.4542,54.2203
949,9.9075,2.7888,6.4052,1.1263,10.3203,51.8728
950,9.9179,2.8587,6.4162,1.1440,10.4189,48.3094
951,9.9283,2.8264,6.4283,1.1345,10.3892,46.4457
952,9.9387,2.8373,6.4272,1.1347,10.3992,45.2133
953,9.9491,2.8276,6.4140,1.1718,10.4134,43.7459
954,9.9595,2.8047,6.4393,1.1282,10.3722,43.7885
955,9.9698,2.8438,6.3935,1.1286,10.3659,41.5125
956,9.9802,2.7808,6.4245,1.1276,10.3329,38.5247
957,9.9906,2.8202,6.4232,1.1261,10.3695,33.9212
958,10.0009,2.7758,6.4245,1.1304,10.3307,28.5013
959,10.0113,2.8585,6.3864,1.1293,10.3742,39.1812
960,10.0217,2.8499,6.4469,1.1204,10.4172,38.5224
961,10.0320,2.7660,6.4327,1.1373,10.3360,37.6077
962,10.0424,2.7737,6.4505,1.1185,10.3427,37.3534
963,10.0527,2.8236,6.4076,1.1125,10.3437,36.9146
964,10.0631,2.7910,6.4593,1.1587,10.4090,37.5458
965,10.0734,2.7923,6.4063,1.1201,10.3187,37.4791
966,10.0838,2.8157,6.4538,1.1186,10.3881,38.2188
967,10.0942,2.7917,6.3965,1.1607,10.3489,39.0343
968,10.1045,2.7962,6.4206,1.1214,10.3382,39.1522
969,10.1149,2.7858,6.4215,1.1215,10.3288,38.7036
970,10.1252,2.8214,6.4365,1.1221,10.3800,39.3599
971,10.1356,2.8210,6.4139,1.1197,10.3546,40.0174
972,10.1460,2.7925,6.4433,1.1208,10.3566,40.3049
973,10.1563,2.8139,6.4156,1.1170,10.3465,40.2988
974,10.1668,2.8694,6.4298,1.1267,10.4259,40.6195
975,10.1771,2.8038,6.4204,1.1285,10.3527,40.2610
976,10.1875,2.8278,6.4656,1.1175,10.4109,39.0848
977,10.1979,2.7901,6.4114,1.1192,10.3207,38.6057
978,10.2082,2.8032,6.4647,1.1135,10.3814,38.0011
979,10.2186,2.8139,6.4208,1.1152,10.3499,37.2609
980,10.2290,2.7757,6.5137,1.1339,10.4233,36.3493
981,10.2394,2.7891,6.4473,1.1179,10.3543,35.4827
982,10.2497,2.7828,6.4171,1.1039,10.3038,33.5768
983,10.2601,2.8547,6.4445,1.1235,10.4227,33.3193
984,10.2705,2.8245,6.4362,1.1206,10.3813,32.7039
985,10.2809,2.7814,6.4560,1.1185,10.3559,32.3569
986,10.2913,2.8659,6.4373,1.1306,10.4338,31.5751
987,10.3017,2.8116,6.4530,1.1167,10.3813,31.4515
988,10.3120,2.8282,6.4015,1.1077,10.3374,30.9461
989,10.3224,2.7751,6.5110,1.1357,10.4218,30.9632
990,10.3328,2.8463,6.4364,1.1234,10.4061,30.7086
991,10.3432,2.8249,6.4476,1.1243,10.3968,31.1857
992,10.3536,2.8073,6.4254,1.1175,10.3502,31.2003
993,10.3640,2.7753,6.4678,1.1164,10.3595,31.0651
994,10.3743,2.8013,6.3925,1.1232,10.3170,30.3002
995,10.3847,2.7717,6.5098,1.1195,10.4010,29.5087
996,10.3951,2.8255,6.4678,1.1298,10.4231,28.4444
997,10.4056,2.9332,6.4373,1.1252,10.4957,27.8223
998,10.4160,2.8057,6.4150,1.1224,10.3431,27.9824
999,10.4264,2.8227,6.4997,1.1165,10.4389,28.0809
1000,10.4367,2.7914,6.4118,1.1106,10.3138,28.2713
1001,10.4471,2.7734,6.4946,1.1321,10.4001,28.0033
1002,10.4575,2.8424,6.4172,1.1124,10.3720,27.3831
1003,10.4678,2.7935,6.4395,1.1097,10.3427,26.6834
1004,10.4782,2.7771,6.4986,1.1203,10.3960,27.0483
1005,10.4886,2.7880,6.4806,1.1094,10.3780,27.8471
1006,10.4990,2.8287,6.4075,1.1087,10.3449,28.9420
1007,10.5094,2.7900,6.5099,1.1169,10.4168,30.6269
1008,10.5198,2.7779,6.5104,1.1175,10.4058,30.9898
1009,10.5302,2.8125,6.4384,1.1146,10.3655,30.5393
1010,10.5406,2.8189,6.4801,1.1295,10.4285,28.2467
1011,10.5511,2.8359,6.5507,1.1303,10.5169,27.5973
1012,10.5615,2.8164,6.4378,1.1157,10.3699,27.3273
1013,10.5718,2.7766,6.4292,1.1219,10.3277,28.4855
1014,10.5823,2.8596,6.5133,1.1156,10.4885,28.7893
1015,10.5926,2.7490,6.4327,1.1130,10.2947,29.5892
1016,10.6029,2.7831,6.4202,1.1231,10.3264,30.0329
1017,10.6134,2.7845,6.5601,1.1157,10.4603,30.8753
1018,10.6238,2.8278,6.4031,1.1196,10.3505,30.6316
1019,10.6342,2.8124,6.4479,1.1335,10.3938,30.2002
1020,10.6446,2.7924,6.5387,1.1158,10.4469,28.5552
1021,10.6550,2.8039,6.4324,1.1174,10.3537,27.2604
1022,10.6654,2.7581,6.4974,1.1646,10.4201,24.6941
1023,10.6759,2.9222,6.4976,1.1215,10.5413,23.2164
1024,10.6863,2.8472,6.4231,1.1398,10.4101,23.1826
1025,10.6968,2.8011,6.4527,1.1646,10.4184,21.9178
1026,10.7074,2.7547,6.7743,1.1258,10.6548,23.7836
1027,10.7177,2.7235,6.4599,1.1124,10.2958,22.2963
1028,10.7280,2.7675,6.4121,1.1339,10.3135,21.0158
1029,10.7385,2.7348,6.4152,1.3621,10.5121,19.3425
1030,10.7493,2.7696,6.8080,1.1268,10.7044,17.4872
1031,10.7599,2.9538,6.5206,1.1320,10.6064,16.4140
1032,10.7702,2.8286,6.4145,1.1232,10.3663,15.8090
1033,10.7807,2.8525,6.4293,1.1348,10.4166,14.4908
1034,10.7912,3.0028,6.4218,1.1245,10.5491,12.8440
1035,10.8016,2.8220,6.4616,1.1183,10.4019,12.6716
1036,10.8119,2.8231,6.3713,1.1100,10.3044,12.0082
1037,10.8224,2.8030,6.4973,1.1321,10.4324,13.9960
1038,10.8327,2.8286,6.3874,1.1133,10.3293,15.5165
1039,10.8430,2.7754,6.4215,1.1132,10.3101,18.4618
1040,10.8534,2.8018,6.4826,1.1218,10.4062,17.8042
1041,10.8638,2.7860,6.4605,1.1233,10.3698,17.6937
1042,10.8742,2.8262,6.4296,1.1260,10.3818,17.4817
1043,10.8846,2.8537,6.4807,1.1359,10.4703,16.9697
1044,10.8950,2.8557,6.4146,1.1189,10.3892,14.5423
1045,10.9054,2.7554,6.4472,1.1181,10.3207,11.2593
1046,10.9157,2.7937,6.4506,1.1298,10.3741,11.2814
1047,10.9262,2.8404,6.4563,1.1182,10.4149,12.3967
1048,10.9365,2.8235,6.4155,1.1252,10.3642,13.9729
1049,10.9469,2.7508,6.4727,1.1255,10.3490,21.1273
1050,10.9573,2.8154,6.4869,1.1185,10.4208,25.1628
1051,10.9677,2.8134,6.4362,1.1561,10.4057,30.1272
1052,10.9781,2.7892,6.4856,1.1246,10.3994,35.0003
1053,10.9885,2.8075,6.4665,1.1264,10.4004,38.2105
1054,10.9988,2.7922,6.4130,1.1187,10.3239,39.3951
1055,11.0092,2.7941,6.4690,1.1251,10.3882,40.7119
1056,11.0196,2.8075,6.4149,1.1568,10.3792,42.0441
1057,11.0300,2.7952,6.4345,1.1165,10.3462,46.4515
1058,11.0403,2.8218,6.3996,1.1205,10.3419,47.8546
1059,11.0506,2.7517,6.4326,1.1602,10.3445,47.4021
1060,11.0610,2.8087,6.4067,1.1175,10.3329,46.1029
1061,11.0714,2.8487,6.4672,1.1339,10.4498,43.4282
1062,11.0818,2.8090,6.3993,1.1225,10.3308,39.5303
1063,11.0921,2.8022,6.4334,1.1118,10.3474,35.4536
1064,11.1025,2.8155,6.4335,1.1278,10.3768,31.8050
1065,11.1130,2.8873,6.4745,1.1164,10.4782,27.5831
1066,11.1232,2.7687,6.3759,1.1116,10.2562,25.7799
1067,11.1336,2.7886,6.4592,1.1406,10.3884,24.7904
1068,11.1441,2.8917,6.4289,1.1354,10.4560,24.5976
1069,11.1544,2.7828,6.4441,1.1123,10.3392,25.1657
1070,11.1648,2.8324,6.3948,1.1221,10.3493,28.5023
1071,11.1752,2.8061,6.4561,1.1799,10.4421,30.4689
1072,11.1856,2.8477,6.4010,1.1265,10.3752,31.0920
1073,11.1960,2.8060,6.4771,1.1240,10.4071,33.1818
1074,11.2064,2.7755,6.3860,1.1868,10.3483,34.7289
1075,11.2168,2.8298,6.4763,1.1199,10.4260,35.3357
1076,11.2271,2.7842,6.4189,1.1221,10.3252,36.7703
1077,11.2376,2.8328,6.4384,1.1929,10.4641,36.0379
1078,11.2479,2.7601,6.3869,1.1112,10.2582,36.0023
1079,11.2582,2.8199,6.4311,1.1187,10.3697,36.6070
1080,11.2686,2.8005,6.3977,1.1777,10.3759,34.5701
1081,11.2790,2.8185,6.4153,1.1103,10.3441,33.1036
1082,11.2893,2.7722,6.4059,1.1276,10.3057,32.0986
1083,11.2997,2.8568,6.4143,1.2110,10.4821,31.6653
1084,11.3106,3.2435,6.4692,1.1383,10.8510,31.2783
1085,11.3210,2.7659,6.4855,1.1487,10.4001,28.7375
1086,11.3313,2.8176,6.3945,1.1223,10.3344,26.1261
1087,11.3417,2.8074,6.4402,1.1145,10.3621,27.0112
1088,11.3520,2.7414,6.4077,1.1281,10.2772,25.6538
1089,11.3624,2.8207,6.4312,1.1478,10.3997,23.1730
1090,11.3727,2.7942,6.3972,1.1122,10.3036,21.9174
1091,11.3831,2.8351,6.4130,1.1239,10.3720,19.2029
1092,11.3934,2.7899,6.3940,1.1526,10.3365,18.2361
1093,11.4038,2.8521,6.4226,1.1214,10.3961,17.8309
1094,11.4141,2.7936,6.4132,1.1187,10.3255,17.7299
1095,11.4245,2.8380,6.4232,1.1055,10.3667,16.3950
1096,11.4349,2.8595,6.3877,1.1333,10.3805,13.8242
1097,11.4454,2.8243,6.4989,1.1366,10.4598,12.0601
1098,11.4557,2.8622,6.4037,1.1223,10.3882,12.2160
1099,11.4661,2.8077,6.4299,1.1153,10.3529,11.4743
1100,11.4765,2.8130,6.4331,1.1275,10.3736,10.3409
1101,11.4868,2.7768,6.4367,1.1115,10.3250,9.0475
1102,11.4972,2.8594,6.4058,1.1176,10.3828,8.9839
1103,11.5076,2.7808,6.4748,1.1392,10.3948,7.3580
1104,11.5180,2.8679,6.4133,1.1262,10.4074,7.0723
1105,11.5283,2.7608,6.4392,1.1181,10.3181,7.4487
1106,11.5387,2.7890,6.4058,1.1230,10.3178,7.9866
1107,11.5490,2.8422,6.4055,1.1148,10.3625,7.4030
1108,11.5593,2.7891,6.4069,1.1181,10.3141,8.1552
1109,11.5697,2.7775,6.4363,1.1244,10.3382,9.6588
1110,11.5800,2.8022,6.3901,1.1068,10.2991,13.1928
1111,11.5904,2.8436,6.4075,1.1075,10.3586,12.9739
1112,11.6007,2.7981,6.4392,1.1323,10.3696,13.5826
1113,11.6110,2.7729,6.4329,1.1157,10.3215,13.2563
1114,11.6217,3.0775,6.4335,1.1223,10.6333,13.1375
1115,11.6320,2.8178,6.4186,1.1191,10.3555,13.8463
1116,11.6424,2.7675,6.4173,1.1209,10.3057,14.3577
1117,11.6529,2.9642,6.4501,1.1144,10.5287,14.9819
1118,11.6632,2.7786,6.4434,1.1237,10.3457,16.4842
1119,11.6735,2.7671,6.4285,1.1142,10.3098,16.2558
1120,11.6840,2.9789,6.4075,1.1083,10.4947,16.8934
1121,11.6945,2.8070,6.4737,1.1310,10.4117,17.3410
1122,11.7048,2.8312,6.4112,1.1143,10.3567,18.1262
1123,11.7152,2.7758,6.4894,1.1184,10.3836,17.8237
1124,11.7256,2.7809,6.4529,1.1197,10.3535,18.0307
1125,11.7359,2.7695,6.4768,1.1132,10.3595,17.5111
1126,11.7464,2.8215,6.4682,1.1350,10.4247,17.7692
1127,11.7567,2.7960,6.4495,1.1274,10.3729,15.7779
1128,11.7671,2.8455,6.4448,1.1245,10.4148,14.7077
1129,11.7775,2.8594,6.4313,1.1076,10.3983,12.5835
1130,11.7879,2.7942,6.4659,1.1337,10.3938,11.7804
1131,11.7984,2.8318,6.4221,1.1523,10.4062,10.2502
1132,11.8089,2.9426,6.4436,1.1250,10.5112,9.1985
1133,11.8193,2.7825,6.4612,1.1444,10.3881,9.3575
1134,11.8297,2.8429,6.4828,1.1204,10.4461,7.8584
1135,11.8400,2.7983,6.4172,1.1153,10.3308,8.1131
1136,11.8505,2.8018,6.4835,1.1231,10.4084,8.1537
1137,11.8608,2.7940,6.4228,1.1705,10.3873,7.1572
1138,11.8716,3.0922,6.4649,1.1510,10.7081,8.5430
1139,11.8823,3.0709,6.4780,1.1718,10.7207,11.4675
1140,11.8927,2.9342,6.3500,1.1616,10.4458,10.8709
1141,11.9058,4.2170,7.7305,1.1338,13.0813,10.7491
1142,11.9165,3.0191,6.4910,1.1258,10.6359,9.2966
1143,11.9269,2.8271,6.4711,1.1166,10.4148,9.2201
1144,11.9372,2.7793,6.4237,1.1522,10.3552,9.7549
1145,11.9477,2.8577,6.4532,1.1201,10.4310,9.0438
1146,11.9580,2.8106,6.4348,1.1223,10.3677,7.8778
1147,11.9685,2.8370,6.4736,1.1232,10.4338,8.0722
1148,11.9788,2.7988,6.4276,1.1271,10.3535,7.0506
1149,11.9893,2.8679,6.4727,1.1200,10.4606,5.9460
1150,11.9997,2.7887,6.4592,1.1388,10.3867,4.8146
1151,12.0101,2.8473,6.4779,1.1340,10.4592,6.1304
1152,12.0209,3.1933,6.4628,1.1380,10.7941,5.9458
1153,12.0315,2.9414,6.5077,1.1447,10.5938,7.3746
1154,12.0423,3.0968,6.4804,1.1557,10.7329,8.9689
1155,12.0527,2.8421,6.4914,1.1426,10.4761,8.3246
1156,12.0635,3.1052,6.5157,1.1557,10.7766,7.9916
1157,12.0744,3.1339,6.4674,1.2285,10.8298,8.1710
1158,12.0858,3.0708,7.1833,1.1804,11.4345,7.3108
1159,12.0967,3.2512,6.5321,1.1412,10.9245,6.4928
1160,12.1080,3.2892,6.8645,1.1618,11.3155,6.5943
1161,12.1187,2.9942,6.4943,1.1396,10.6281,7.2056
1162,12.1295,3.0973,6.4931,1.1958,10.7862,6.4735
1163,12.1400,2.9471,6.4693,1.1361,10.5525,5.1236
1164,12.1506,2.8260,6.5384,1.1968,10.5612,5.7385
1165,12.1611,2.8596,6.5062,1.1629,10.5287,4.1157
1166,12.1716,2.8298,6.4406,1.1597,10.4301,5.2537
1167,12.1821,2.8434,6.5746,1.1386,10.5566,5.9403
1168,12.1926,2.8939,6.4148,1.1308,10.4395,7.8665
1169,12.2030,2.8491,6.4739,1.1295,10.4525,10.2158
1170,12.2134,2.9016,6.3863,1.1139,10.4018,12.3044
1171,12.2238,2.7676,6.4555,1.1128,10.3359,11.3738
1172,12.2341,2.7660,6.4202,1.1129,10.2991,11.1159
1173,12.2445,2.8477,6.4667,1.1092,10.4236,12.7710
1174,12.2548,2.7904,6.3915,1.1058,10.2877,14.0228
1175,12.2650,2.7520,6.4050,1.1144,10.2714,14.3489
1176,12.2754,2.8028,6.4770,1.1188,10.3986,14.9160
1177,12.2859,2.8210,6.5170,1.1225,10.4605,14.5940
1178,12.2962,2.7886,6.4066,1.1352,10.3304,14.5348
1179,12.3066,2.8225,6.4319,1.1180,10.3724,14.3031
1180,12.3170,2.8127,6.3941,1.1257,10.3325,17.0514
1181,12.3275,3.0217,6.4003,1.1201,10.5421,16.0908
1182,12.3379,2.7644,6.5134,1.1085,10.3863,17.0463
1183,12.3482,2.7734,6.4246,1.1161,10.3141,17.0323
1184,12.3584,2.6703,6.3619,1.1118,10.1440,17.8011
1185,12.3686,2.6856,6.4472,1.1089,10.2417,17.3992
1186,12.3788,2.6509,6.4638,1.1257,10.2404,17.7934
1187,12.3891,2.7126,6.3937,1.1336,10.2399,17.6780
1188,12.3993,2.7528,6.3876,1.1075,10.2479,17.8824
1189,12.4095,2.6603,6.3944,1.1131,10.1678,17.7954
1190,12.4199,2.7584,6.4645,1.1198,10.3427,17.3296
1191,12.4301,2.7421,6.4108,1.1198,10.2727,15.7509
1192,12.4404,2.6986,6.4079,1.1392,10.2457,16.1234
1193,12.4506,2.7042,6.4107,1.1245,10.2394,15.0631
1194,12.4609,2.7491,6.4376,1.1218,10.3085,14.9730
1195,12.4711,2.6656,6.3954,1.1214,10.1824,14.2331
1196,12.4813,2.6764,6.4238,1.1151,10.2153,15.3229
1197,12.4917,2.6889,6.4728,1.1847,10.3464,14.6415
1198,12.5024,2.7173,6.8031,1.1477,10.6681,14.5411
