filename,method,clipiqa_plus
231.png,retinex,0.3840752840042114
231.png,hist_eq,0.2501181364059448
232.png,clahe,0.4144548773765564
232.png,gamma,0.4964659810066223
232.png,log,0.5973069667816162
232.png,retinex,0.5154865384101868
232.png,hist_eq,0.49340951442718506
233.png,clahe,0.45461902022361755
233.png,gamma,0.5165166258811951
233.png,log,0.6282726526260376
233.png,retinex,0.43733203411102295
233.png,hist_eq,0.5943190455436707
235.png,clahe,0.5108188986778259
235.png,gamma,0.5194006562232971
235.png,log,0.6054867506027222
235.png,retinex,0.41816362738609314
235.png,hist_eq,0.6267245411872864
236.png,clahe,0.4560527503490448
236.png,gamma,0.5581075549125671
236.png,log,0.48806777596473694
236.png,retinex,0.5898599028587341
236.png,hist_eq,0.6164329051971436
237.png,clahe,0.3223128318786621
237.png,gamma,0.41073644161224365
237.png,log,0.3975379467010498
237.png,retinex,0.3485715091228485
237.png,hist_eq,0.36886516213417053
238.png,clahe,0.3973243832588196
238.png,gamma,0.4731232523918152
238.png,log,0.41291362047195435
238.png,retinex,0.5142369270324707
238.png,hist_eq,0.536410391330719
239.png,clahe,0.38626572489738464
239.png,gamma,0.4065089821815491
239.png,log,0.4884556829929352
239.png,retinex,0.4753827154636383
239.png,hist_eq,0.4877384305000305
24.png,clahe,0.37335580587387085
24.png,gamma,0.412958025932312
24.png,log,0.4779382348060608
24.png,retinex,0.30429360270500183
24.png,hist_eq,0.4293936491012573
240.png,clahe,0.3309803605079651
240.png,gamma,0.3465183973312378
240.png,log,0.3072201907634735
240.png,retinex,0.4609535038471222
240.png,hist_eq,0.3349016606807709
241.png,clahe,0.3931770324707031
241.png,gamma,0.4978609085083008
241.png,log,0.49731162190437317
241.png,retinex,0.4490811824798584
241.png,hist_eq,0.42325666546821594
242.png,clahe,0.2830415368080139
242.png,gamma,0.3769124746322632
242.png,log,0.33542099595069885
242.png,retinex,0.32827407121658325
242.png,hist_eq,0.23352910578250885
243.png,clahe,0.5272996425628662
243.png,gamma,0.568472683429718
243.png,log,0.5588682889938354
243.png,retinex,0.4999280273914337
243.png,hist_eq,0.5836998224258423
244.png,clahe,0.5296345353126526
244.png,gamma,0.5894833207130432
244.png,log,0.5829249024391174
244.png,retinex,0.5735414624214172
244.png,hist_eq,0.5579069256782532
246.png,clahe,0.4737485349178314
246.png,gamma,0.48344025015830994
246.png,log,0.513163149356842
246.png,retinex,0.4293934106826782
246.png,hist_eq,0.5247842669487
247.png,clahe,0.6469731330871582
247.png,gamma,0.6488736271858215
247.png,log,0.6405879855155945
247.png,retinex,0.5378420352935791
247.png,hist_eq,0.6432695388793945
248.png,clahe,0.3462165892124176
248.png,gamma,0.41467106342315674
248.png,log,0.5230171084403992
248.png,retinex,0.4528256058692932
248.png,hist_eq,0.5151392817497253
249.png,clahe,0.3094184994697571
249.png,gamma,0.31506428122520447
249.png,log,0.3015628755092621
249.png,retinex,0.4006820321083069
249.png,hist_eq,0.3069496750831604
25.png,clahe,0.5371205806732178
25.png,gamma,0.6015074253082275
25.png,log,0.5890124440193176
25.png,retinex,0.5601319074630737
25.png,hist_eq,0.6156045198440552
250.png,clahe,0.42446208000183105
250.png,gamma,0.4648175835609436
250.png,log,0.6188666224479675
250.png,retinex,0.4450588822364807
250.png,hist_eq,0.6435129046440125
251.png,clahe,0.4988555610179901
251.png,gamma,0.5624008774757385
