filename,method,brightness,contrast,entropy,colorfulness,sharpness,noise
140.png,retinex,0.8110073912377451,0.10944055859574542,5.114914894104004,0.3067929645471758,0.08833082980717297,0.033148689305185705
140.png,hist_eq,0.5217058967141545,0.29116821627995565,7.406598091125488,0.23384375056596818,0.1026904149512162,0.0621155967009425
141.png,clahe,0.04462770948223039,0.010958048402165216,3.2500078678131104,0.026245314992605028,0.0015540498762646807,0.008510239547615263
141.png,gamma,0.06149244121476716,0.012298798382872771,3.601625680923462,0.05403786200226769,0.0011408331488953422,0.0074378764330553186
141.png,log,0.053485107421875,0.01388460310186324,3.8323168754577637,0.07724102083792109,0.0017539767103297624,0.009139401226232734
141.png,retinex,0.8145126043581495,0.09889661962993555,4.144394397735596,0.20315785121011165,0.041720354369125745,0.0224944091663793
141.png,hist_eq,0.6002985337201286,0.24713975224120743,6.423244476318359,0.45489663131889574,0.4715105172929843,0.1481943659816303
142.png,clahe,0.041289505304074756,0.008487094061021792,2.546506881713867,0.026406160937735203,0.000903420731531272,0.0064071848681648644
142.png,gamma,0.052098352768841914,0.011545031231870536,3.486166000366211,0.056881316233179054,0.0010446292125526494,0.0071634688975717705
142.png,log,0.08028331083409926,0.02171624684255776,4.453179359436035,0.15338289771667202,0.004410719184379671,0.014640020388607974
142.png,retinex,0.7964904186772365,0.12980465619050244,4.427859783172607,0.28390727277724676,0.09053572030370265,0.04475110512346177
142.png,hist_eq,0.5975797167011335,0.24589669216506516,6.492510795593262,0.49322560003767885,0.4766399965238439,0.1500427188675493
143.png,clahe,0.06599617752374387,0.026242383689162017,4.293327331542969,0.015128550028833643,0.0016672363160597,0.007722416173485927
143.png,gamma,0.08264806410845588,0.043170394912368466,4.9464311599731445,0.03527493775426113,0.0020041170414939655,0.008168080827172424
143.png,log,0.1405810187844669,0.08719848777454423,5.950526714324951,0.07501456939371479,0.008166405543973559,0.016311351718923096
143.png,retinex,0.7966081806257659,0.21819602311931163,5.734569549560547,0.35487867096987613,0.27392340951778926,0.06481571504634599
143.png,hist_eq,0.4879395129633885,0.31498301644212356,7.205038547515869,0.2012431677037174,0.11749077022779963,0.06614958554573007
144.png,clahe,0.06739741306678922,0.02683595494201271,4.217778205871582,0.016530886967616374,0.0017177467307692444,0.007844053420845376
144.png,gamma,0.08811597637101716,0.04244807789755512,4.98965311050415,0.035501450003197606,0.0019743755603010772,0.008109344511276305
144.png,log,0.09669608321844363,0.05608744748194569,5.396180152893066,0.050292339208534466,0.0034089407442199904,0.010528757609850713
144.png,retinex,0.8122243245442708,0.18410895730371643,5.359803199768066,0.31880254152662685,0.21733474096985836,0.05646279131238246
144.png,hist_eq,0.4987603281058517,0.31094399741267226,7.347096920013428,0.1985264134924937,0.1125715182579965,0.06480713187523796
